ENTREZ_GENE_ID,INCHIKEY_DESALT,CANONICAL_SMILES_DESALT,RESULT_VALUE_min,dataset,PDB_CODE,PKL,pair,cv1|cvset,cv1|tthresh,cv1|cthresh,cv1|source,cv2|cvset,cv2|tthresh,cv2|cthresh,cv2|source,cv3|cvset,cv3|tthresh,cv3|cthresh,cv3|source,cv4|cvset,cv4|tthresh,cv4|cthresh,cv4|source,cv5|cvset,cv5|tthresh,cv5|cthresh,cv5|source,status,metal_lgd,ligand,hdf_id
P22411,2ajb,CC[C@@H]([C@@H](C(=O)O)[NH2+][C@@H]([C@@H]1CCCN1C(=O)[C@H](C(C)(C)C)[NH3+])O)C,1.1512925464970227,PDBBIND,2ajb,False,P22411|2ajb,,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(0QG),P22411|2ajb
Q8WSF8,2y58,O[C@H](c1ccccc1)C[N@+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1ccccc1,1.1512925464970227,PDBBIND,2y58,False,Q8WSF8|2y58,,,,,test,random,0.4,PDBBIND,test,random,0.4,PDBBIND,,,,,training,,,,protein,0.0,(V38),Q8WSF8|2y58
Q57991,3c1n,C[C@H]([C@@H](C(=O)O)[NH3+])O,1.1512925464970227,PDBBIND,3c1n,False,Q57991|3c1n,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(THR),Q57991|3c1n
1017,KYYOHACAJWYNOT-UHFFFAOYSA-N,CCCC(=O)Nc1n[nH]c2c1cc(c1ccccc1)c(c2)c1ccc(cc1)O,1.1512925464970227,PDBBIND,3lfn,True,1017|KYYOHACAJWYNOT-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,validation,random,0.2,docked,protein,0.0,(A27),1017|3lfn
P19491,3tza,OC(=O)CCc1cc(N(=O)=O)c(cc1C[C@@H](C(=O)O)[NH3+])Cl,1.1512925464970227,PDBBIND,3tza,False,P19491|3tza,validation,random,0.6,PDBBIND,,,,,training,,,,,,,,training,,,,protein,0.0,(TZG),P19491|3tza
P9WH43,4nni,OC(=O)c1cnccn1,1.1512925464970227,PDBBIND,4nni,False,P9WH43|4nni,training,,,,validation,0,0.4,PDBBIND,validation,0,0.4,PDBBIND,training,,,,training,,,,protein,0.0,(VGL),P9WH43|4nni
Q9HY69,4rt0,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]3O[C@H]([C@@H]([C@@H]3OP(OC[C@H]2O[C@H]1n1cnc2c1nc(N)[nH]c2=O)(O)O)O)n1cnc2c1nc(N)[nH]c2=O,1.1512925464970227,PDBBIND,4rt0,False,Q9HY69|4rt0,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(C2E),Q9HY69|4rt0
O75164,4ura,OC(=O)c1ccnc(c1)c1n[nH]nc1,1.1512925464970227,PDBBIND,4ura,False,O75164|4ura,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(LEL),O75164|4ura
P00747,1b2i,[NH3+]C[C@@H]1CC[C@H](CC1)C(=O)O,1.1282666955670828,PDBBIND,1b2i,False,P00747|1b2i,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(AMH),P00747|1b2i
P00489,1ggn,Cc1c(COP(O)(O)O)cnc(c1O)C,1.1282666955670828,PDBBIND,1ggn,False,P00489|1ggn,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(GLS),P00489|1ggn
P35222,1t08,OC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CC(=O)O)[C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])C)CC(=O)O)CC(C)C)CC(C)C)Cc1nc[nH]c1)Cc1ccccc1)C)CCC(=O)O,1.1282666955670828,PDBBIND,1t08,False,P35222|1t08,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(15-mer),P35222|1t08
P30685,1xh3,OC[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CCC(=O)O)CCC(=O)N)CCC(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)[NH3+])C)CC(C)C,1.1282666955670828,PDBBIND,1xh3,False,P30685|1xh3,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(14-mer),P30685|1xh3
Q99AU2,2gc8,OC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(C)c(cc1N)Cl,1.1282666955670828,PDBBIND,2gc8,False,Q99AU2|2gc8,,,,,,,,,training,,,,test,0,0.4,PDBBIND,training,,,,protein,0.0,(885),Q99AU2|2gc8
P52732,2uym,CCN(C(=O)c1c(NC(=O)c2cccs2)sc2c1CC(C)(C)CC2)CC,1.1282666955670828,PDBBIND,2uym,False,P52732|2uym,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(K03),P52732|2uym
Q7DDU0,2wqp,OC[C@H]([C@H]([C@@H]([C@@H]([C@H](C[C@H](C(=O)O)OP(O)(O)O)O)NC(=O)C)O)O)O,1.1282666955670828,PDBBIND,2wqp,False,Q7DDU0|2wqp,training,,,,training,,,,training,,,,test,0,0.4,PDBBIND,test,10,0.2,PDBBIND,desalted,0.0,(WQP),Q7DDU0|2wqp
P02766,3cn0,Cc1cc(/C=C/c2ccccc2)cc(c1O)C,1.1282666955670828,PDBBIND,3cn0,False,P02766|3cn0,training,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(LJ1),P02766|3cn0
P00734,3da9,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](C(c1ccccc1)c1ccccc1)[NH3+],1.1282666955670828,PDBBIND,3da9,False,P00734|3da9,training,,,,,,,,,,,,test,random,0.2,PDBBIND,,,,,protein,0.0,(44U),P00734|3da9
P02766,3kgt,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,1.1282666955670828,PDBBIND,3kgt,False,P02766|3kgt,training,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(GEN),P02766|3kgt
1017,QNNXJIYSLIKTDV-UHFFFAOYSA-N,CCCNc1nc(c(s1)[C@@H](c1cccnc1)O)N,1.1282666955670828,PDBBIND,3qtq,True,1017|QNNXJIYSLIKTDV-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(X35),1017|3qtq
1017,LXKAYWZVBXYTGU-UHFFFAOYSA-N,COc1cccc(c1)[C@H](c1sc(nc1N)Nc1ccccc1)O,1.1282666955670828,PDBBIND,3qts,True,1017|LXKAYWZVBXYTGU-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(X46),1017|3qts
P00523,3u51,O=C1/C=C\C(=O)N[C@@H](CCCc2ccccc2)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@H](C(=O)NCC[C@H](N1)C(=O)N)CCCNC(=O)c1nccnc1,1.1282666955670828,PDBBIND,3u51,False,P00523|3u51,,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(6-mer),P00523|3u51
P00766,3vgc,CC(=O)N[C@H](B(O)O)Cc1cccc2c1cccc2,1.1282666955670828,PDBBIND,3vgc,False,P00766|3vgc,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SRB),P00766|3vgc
P71002,4i9c,CSCC[C@@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)[NH3+])CCCNC(N)N,1.1282666955670828,PDBBIND,4i9c,False,P71002|4i9c,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5-mer),P71002|4i9c
O00481,4k55,OC[C@@H](CCOP(OP(O)(O)O)(O)O)C,1.1282666955670828,PDBBIND,4k55,False,O00481|4k55,test,0,0.2,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(H6P),O00481|4k55
P23639,4qwu,CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C,1.1282666955670828,PDBBIND,4qwu,False,P23639|4qwu,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(BO2),P23639|4qwu
Q86WV6,4qxo,OC(=O)Cc1cccc2c1oc1c(C)c(C)ccc1c2=O,1.1282666955670828,PDBBIND,4qxo,False,Q86WV6|4qxo,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(1YE),Q86WV6|4qxo
P23639,4qz3,OC[C@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)OC)NC(=O)[C@@H](NC(=O)C[NH+]1CCOCC1)C)O)C,1.1282666955670828,PDBBIND,4qz3,False,P23639|4qz3,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(04C),P23639|4qz3
P14489,4wz5,OC(=O)C[C@H]1OB(c2c1c(C)c(c(c2)Oc1snc(n1)N)C)O,1.1282666955670828,PDBBIND,4wz5,False,P14489|4wz5,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(3VU),P14489|4wz5
A0A0R4,4zba,O=C(N[C@H](C(=O)NCC(=O)O)CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+])CC[C@@H](C(=O)O)[NH3+],1.1282666955670828,PDBBIND,4zba,False,A0A0R4|4zba,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GDS),A0A0R4|4zba
Q00987,4zgk,Clc1ccc(cc1)CC1=C(c2c[nH]c3c2ccc(c3)Cl)[C@@](OC1=O)(O)Cc1ccc(cc1)Cl,1.1282666955670828,PDBBIND,4zgk,False,Q00987|4zgk,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(4NX),Q00987|4zgk
P0AB91,5cks,O/N=C(/C(=O)O)\C[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O,1.1282666955670828,PDBBIND,5cks,False,P0AB91|5cks,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(52L),P0AB91|5cks
P22894,5h8x,Oc1ccc(cc1O)NS(=O)(=O)c1ccc(cc1)c1ccccc1,1.1282666955670828,PDBBIND,5h8x,False,P22894|5h8x,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(5XT),P22894|5h8x
Q09472,5lpk,CCc1c([nH]c(c1C(=O)C)C)C(=O)NCc1cccc(c1)Cl,1.1282666955670828,PDBBIND,5lpk,False,Q09472|5lpk,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(XDM),Q09472|5lpk
P00489,1a8i,OC[C@H]1O[C@@]2(NC(=O)NC2=O)[C@@H]([C@H]([C@@H]1O)O)O,1.1052408446371431,PDBBIND,1a8i,False,P00489|1a8i,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(GLS),P00489|1a8i
1017,PQHPJWFGRNKRLQ-IBGZPJMESA-O,N#[C]=CN(c1ccc(cc1Br)C)c1ncnc(c1)Nc1ccc(cc1)OC[C@H](C[NH+](C)C)O,1.1052408446371431,PDBBIND,1h07,True,1017|PQHPJWFGRNKRLQ-IBGZPJMESA-O,training,,,,training,,,,validation,random,0.2,docked,training,,,,training,,,,protein,0.0,(MFP/MFQ),1017|1h07
P22983,1kc7,OC(=O)C(=O)CP(O)(O)O,1.1052408446371431,PDBBIND,1kc7,False,P22983|1kc7,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(PPR),P22983|1kc7
P12530,1lox,CCCCCCC#Cc1ccccc1/C=C/C(=O)O,1.1052408446371431,PDBBIND,1lox,False,P12530|1lox,training,,,,test,0,0.4,PDBBIND,training,,,,training,,,,training,,,,desalted,0.0,(RS7),P12530|1lox
P30113,1oe7,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+],1.1052408446371431,PDBBIND,1oe7,False,P30113|1oe7,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GSH),P30113|1oe7
P30114,1oe8,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+],1.1052408446371431,PDBBIND,1oe8,False,P30114|1oe8,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GSH),P30114|1oe8
P00489,1pyg,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O,1.1052408446371431,PDBBIND,1pyg,False,P00489|1pyg,training,,,,,,,,,,,,training,,,,training,,,,singlechain,0.0,(AMP),P00489|1pyg
P97571,1tl9,OC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(C)C)CC(C)C)CCCNC(N)N,1.1052408446371431,PDBBIND,1tl9,False,P97571|1tl9,training,,,,training,,,,validation,0,0.4,PDBBIND,,,,,,,,,desalted,0.0,(4-mer),P97571|1tl9
P06710,1xxi,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,1.1052408446371431,PDBBIND,1xxi,False,P06710|1xxi,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(ADP),P06710|1xxi
P00517,1ydr,C[C@H]1C[NH2+]CCN1S(=O)(=O)c1cccc2c1ccnc2,1.1052408446371431,PDBBIND,1ydr,False,P00517|1ydr,,,,,,,,,training,,,,training,,,,,,,,protein,0.0,(IQP),P00517|1ydr
P19080,2cht,O[C@@H]1C=C[C@@]2(C[C@H]1O[C@@H](C2)C(=O)O)C(=O)O,1.1052408446371431,PDBBIND,2cht,False,P19080|2cht,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(BAR),P19080|2cht
Q9VVI3,2ez5,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1nc[nH]c1)CC(C)C)C)CCC(=O)O)CC(=O)O)Cc1ccc(cc1)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](O)C)[NH3+])CC(C)C,1.1052408446371431,PDBBIND,2ez5,False,Q9VVI3|2ez5,training,,,,test,0,0.2,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(11-mer),Q9VVI3|2ez5
P50579,2ga2,Clc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1C(=O)O)Br,1.1052408446371431,PDBBIND,2ga2,False,P50579|2ga2,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(A19),P50579|2ga2
Q9JLS3,2gcd,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O,1.1052408446371431,PDBBIND,2gcd,False,Q9JLS3|2gcd,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(STU),Q9JLS3|2gcd
P59641,2gz8,O=C(c1ccc(o1)C#Cc1ccccc1)Sc1nnc([nH]1)C(F)(F)F,1.1052408446371431,PDBBIND,2gz8,False,P59641|2gz8,validation,random,0.6,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(F3F),P59641|2gz8
P26663,2hwi,CCc1ccc(o1)/C=C/1\SC(=NC1=O)N[C@@H](c1ccc(cc1)F)C(=O)O,1.1052408446371431,PDBBIND,2hwi,False,P26663|2hwi,training,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(VRX),P26663|2hwi
Q9H0R8,2l8j,CSCC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCC(=O)O)CC(C)C)[C@H](CC)C)[C@H](CC)C)[C@H](CC)C)Cc1ccc(cc1)O)CC(=O)O)CCC(=O)O)CO)CO)C)CO)NC(=O)[C@@H](NC(=O)C[NH3+])C,1.1052408446371431,PDBBIND,2l8j,False,Q9H0R8|2l8j,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(18-mer),Q9H0R8|2l8j
Q9UNL4,2vnf,NC(NCCC[C@@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)NC(=O)[C@@H]([NH3+])C)N,1.1052408446371431,PDBBIND,2vnf,False,Q9UNL4|2vnf,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(10-mer),Q9UNL4|2vnf
B8ZY56,2ydt,OC[C@@H]1O[C@H]([C@@H]([C@H]1O)O)OC[C@@H]1[NH2+]C[C@@H]([C@H]1O)O,1.1052408446371431,PDBBIND,2ydt,False,B8ZY56|2ydt,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(EDG-AHR),B8ZY56|2ydt
5602,AJLILYAPRHIFAS-UHFFFAOYSA-O,CNC(=O)C[N@@H+]1CC[C@H](CC1)Nc1nccc(n1)c1cnc2n1cccc2,1.1052408446371431,PDBBIND,3cgo,True,5602|AJLILYAPRHIFAS-UHFFFAOYSA-O,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(JNO),5602|3cgo
A2NHM3,3eys,NC(NCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)Cc1nc[nH]c1)NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)N1)Cc1ccccc1)N,1.1052408446371431,PDBBIND,3eys,False,A2NHM3|3eys,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6-mer),A2NHM3|3eys
Q9GZT9,3hqr,OC(=O)CNC(=O)C(=O)O,1.1052408446371431,PDBBIND,3hqr,False,Q9GZT9|3hqr,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(OGA),Q9GZT9|3hqr
------,3hzm,OC[C@H]([C@H]1O[C@](O)(C[C@H]([C@H]1O)O)C(=O)O)O,1.1052408446371431,PDBBIND,3hzm,False,------|3hzm,training,,,,training,,,,,,,,,,,,,,,,desalted,0.0,(KDO),------|3hzm
O14786,3i97,NC(NCCC[C@@H](C(=O)O)NC(=O)c1sccc1NS(=O)(=O)c1cccc2c1nsn2)N,1.1052408446371431,PDBBIND,3i97,False,O14786|3i97,training,,,,validation,0,0.6,PDBBIND,training,,,,training,,,,validation,0,0.4,PDBBIND,protein,0.0,(8DR),O14786|3i97
P26918,3iog,Clc1ccc(c(c1)Cl)[C@H](P(O)(O)O)S,1.1052408446371431,PDBBIND,3iog,False,P26918|3iog,training,,,,training,,,,training,,,,validation,10,0.4,PDBBIND,training,,,,desalted,0.0,(SDF),P26918|3iog
Q8II92,3t6y,O[C@H]1C[C@@H](O[C@@H]1C[NH2+][C@H](c1nccn1C)c1ccccc1)n1ccc(=O)[nH]c1=O,1.1052408446371431,PDBBIND,3t6y,False,Q8II92|3t6y,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(DU2),Q8II92|3t6y
Q9H2K2,3tws,SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CO)CCCNC(N)N)Cc1ccccc1)CO)CCC(=O)N)CC(=O)O)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1nc[nH]c1)[NH3+])CC(C)C)CCC(=O)N)CCCNC(N)N,1.1052408446371431,PDBBIND,3tws,False,Q9H2K2|3tws,training,,,,,,,,training,,,,training,,,,,,,,protein,0.0,(16-mer),Q9H2K2|3tws
P16442,3v0l,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2cc(c3ccccc3)c(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@H]1O)O)O,1.1052408446371431,PDBBIND,3v0l,False,P16442|3v0l,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(2GW),P16442|3v0l
Q9L5C8,4de3,Brc1cccc(c1)C(=O)Nc1cccc(c1)c1n[nH]nn1,1.1052408446371431,PDBBIND,4de3,False,Q9L5C8|4de3,training,,,,training,,,,,,,,,,,,training,,,,protein,0.0,(DN8),Q9L5C8|4de3
8566,4en4,COCc1c(CO)cnc(c1O)C,1.1052408446371431,PDBBIND,4en4,False,8566|4en4,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(GT0),8566|4en4
P60472,4h2o,CCCCCCCCCCOc1cccc(c1)C(=O)Nc1ccc(cc1C(=O)O)N(=O)=O,1.1052408446371431,PDBBIND,4h2o,False,P60472|4h2o,training,,,,training,,,,,,,,,,,,training,,,,protein,0.0,(0YW),P60472|4h2o
P30405,4j5c,CSCC[C@@H](C(=O)N1CCC[C@@H]1c1ccccc1SC)NC(=O)NCc1ccc(cc1)N,1.1052408446371431,PDBBIND,4j5c,False,P30405|4j5c,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(7I6),P30405|4j5c
Q9H2K2,4pnl,Cc1nc2CCSCc2c(=O)[nH]1,1.1052408446371431,PDBBIND,4pnl,False,Q9H2K2|4pnl,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(DRL),Q9H2K2|4pnl
Q9H9E1,4qqi,CSCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)CCCC[NH3+])Cc1c[nH]cn1)Cc1ccccc1)CC(=O)O)CC(C)C)CC(=O)N)CC(C)C)[C@H](O)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CC,1.1052408446371431,PDBBIND,4qqi,False,Q9H9E1|4qqi,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(17-mer),Q9H9E1|4qqi
Q9WY43,4yvz,O[C@@H]1C[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(OP(OP(O)(O)O)(O)O)(O)O,1.1052408446371431,PDBBIND,4yvz,False,Q9WY43|4yvz,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(3AT),Q9WY43|4yvz
P9WMC0,5f08,O=C(N1CCCC1)CCC1CCN(CC1)c1ccc(cc1)C,1.1052408446371431,PDBBIND,5f08,False,P9WMC0|5f08,training,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(5TG),P9WMC0|5f08
O75886,5ixf,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCCC[NH3+])CC(=O)O)CCCNC(N)N)CO)CC(C)C,1.1052408446371431,PDBBIND,5ixf,False,O75886|5ixf,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(14-mer),O75886|5ixf
P14324,5juz,Cc1ccc(cc1)c1cc2c(s1)ncnc2N[C@H](P(O)(O)O)c1ccc2c(c1)cco2,1.1052408446371431,PDBBIND,5juz,False,P14324|5juz,training,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(YL4),P14324|5juz
P69834,5mrp,N#Cc1cnn2c1N=C(Cl)[C@@H](C2=O)Cc1ccccc1,1.1052408446371431,PDBBIND,5mrp,False,P69834|5mrp,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(6BC),P69834|5mrp
P10253,5nn6,OCC[N@@H+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O,1.1052408446371431,PDBBIND,5nn6,False,P10253|5nn6,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(MIG),P10253|5nn6
O40922,5v5e,O=C(c1cccc(n1)CC1CCCCC1)Nc1ccc(cc1Nc1cccc(c1)OC(F)(F)F)C(=O)O,1.1052408446371431,PDBBIND,5v5e,False,O40922|5v5e,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(8N4),O40922|5v5e
P13747,5w1w,CSCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)C(C)C)CC(C)C)[C@H](O)C)CCCNC(N)N)C)NC(=O)[C@H](C(C)C)[NH3+],1.1052408446371431,PDBBIND,5w1w,False,P13747|5w1w,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(9-mer),P13747|5w1w
Q505N7,5wqj,O=C(Nc1sccc1C(=O)N)CSc1nc(=O)c2c([nH]1)cccc2,1.1052408446371431,PDBBIND,5wqj,False,Q505N7|5wqj,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(7N3),Q505N7|5wqj
54757,ZFIPQWOWQJPDIP-KQYNXXCUSA-N,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,1.1052408446371431,PDBBIND,5wrs,True,54757|ZFIPQWOWQJPDIP-KQYNXXCUSA-N,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(ATP),54757|5wrs
P00489,7gpb,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O,1.1052408446371431,PDBBIND,7gpb,False,P00489|7gpb,training,,,,,,,,,,,,training,,,,training,,,,singlechain,0.0,(AMP),P00489|7gpb
P00517,1szm,C[N@H+]1CCC[C@H]1CCn1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2,1.082214993707201,PDBBIND,1szm,False,P00517|1szm,,,,,,,,,,,,,training,,,,training,,,,protein,0.0,(BI2),P00517|1szm
P38920,4fmo,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)Cc1ccccc1)Cc1ccccc1)CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)[NH3+])CCCNC(N)N,1.082214993707201,PDBBIND,4fmo,False,P38920|4fmo,training,,,,training,,,,test,10,0.2,PDBBIND,training,,,,training,,,,desalted,0.0,(8-mer),P38920|4fmo
P23639,4qz6,OC[C@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)OC)NC(=O)[C@@H](NC(=O)C[NH+]1CCOCC1)C)O)C,1.082214993707201,PDBBIND,4qz6,False,P23639|4qz6,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(04C),P23639|4qz6
P00523,4u5j,[NH3+]CC[C@@H](n1ncc(c1)c1ncnc2c1cc[nH]2)[C@@H]1CC=CC1,1.082214993707201,PDBBIND,4u5j,False,P00523|4u5j,,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(RXT),P00523|4u5j
